train_loss,epoch,step,val_loss
-0.23100865334628162,0,49,
-0.3865677616865866,0,99,
-0.5516001225879923,0,149,
-0.5833983574182833,0,199,
-0.5442229854214422,0,249,
,0,249,1.2391874454253848
-0.46502950827598344,1,299,
-0.644659566852702,1,349,
-0.5576801324580054,1,399,
-0.7931558304401083,1,449,
-0.7866650716335326,1,499,
,1,499,0.7182962062423871
-0.6975842516211466,2,549,
-1.0046757793385472,2,599,
-1.0230685921943188,2,649,
-1.234759613843576,2,699,
-1.2203235525299858,2,749,
,2,749,3.3021896780881668
-1.2553136472648765,3,799,
-1.1660468352513016,3,849,
-1.3426657438796188,3,899,
-1.4349535744437814,3,949,
-1.4362071245717392,3,999,
,3,999,3.658792501884023
-1.3588948884912289,4,1049,
-1.410037429422964,4,1099,
-1.4431507289446586,4,1149,
-1.4888106738446392,4,1199,
-1.520129787728369,4,1249,
,4,1249,2.1313492760275023
-1.3766563955099917,5,1299,
-1.5812447693946456,5,1349,
-1.5622784320287983,5,1399,
-1.5668875224687069,5,1449,
-1.5490811453209434,5,1499,
,5,1499,4.284762739686253
-1.5681718640657694,6,1549,
-1.4011219376515163,6,1599,
-1.582095848284749,6,1649,
-1.4030763446864853,6,1699,
-1.6340690836339717,6,1749,
,6,1749,3.544512696232366
