train_loss,epoch,step,val_loss
-0.3927249812007685,0,49,
-0.4002250376773211,0,99,
-0.5221592565315256,0,149,
-0.3405957045504828,0,199,
-0.4720697279249153,0,249,
,0,249,-0.30007527965713315
-0.5566475852748138,1,299,
-0.49741082718668084,1,349,
-0.5646124248492246,1,399,
-0.4190200081679958,1,449,
-0.5382716992589578,1,499,
,1,499,-0.29735268015135896
-0.5693439114709653,2,549,
-0.5470583533942706,2,599,
-0.5911643355550709,2,649,
-0.44631279109770317,2,699,
-0.5829650462628568,2,749,
,2,749,0.4720133402785307
-0.5864485398329324,3,799,
-0.5776955748580113,3,849,
-0.6499442169993781,3,899,
-0.4975529112325394,3,949,
-0.5592141614542179,3,999,
,3,999,0.9679290782145764
-0.531800958515479,4,1049,
-0.5941909066178308,4,1099,
-0.6305199574509968,4,1149,
-0.44858326756563827,4,1199,
-0.6246754029200678,4,1249,
,4,1249,0.27305348544514224
-0.5574210423291963,5,1299,
-0.6194855983298209,5,1349,
-0.6513569271217174,5,1399,
-0.4795792802190735,5,1449,
-0.667147256416349,5,1499,
,5,1499,0.923198846371558
