train_loss,epoch,step,val_loss
-0.31231931947740055,0,49,
-0.31978802589271726,0,99,
-0.6230640588369449,0,149,
-0.5490034489765043,0,199,
-0.5724888765981695,0,249,
,0,249,-0.5064327580358428
-0.4824554448422904,1,299,
-0.4576122140293779,1,349,
-0.6511568213878531,1,399,
-0.5401111428303915,1,449,
-0.6232549829441378,1,499,
,1,499,-0.43099220179653475
-0.5313036869465231,2,549,
-0.5278383644127862,2,599,
-0.6655261240622083,2,649,
-0.5533654898312719,2,699,
-0.6445695484877039,2,749,
,2,749,1.0481340057550044
-0.5636418771050642,3,799,
-0.5401216304299745,3,849,
-0.6873564774234184,3,899,
-0.5504238095856495,3,949,
-0.6067530001176276,3,999,
,3,999,2.2912162253467265
-0.5582354297489491,4,1049,
-0.5061942420144061,4,1099,
-0.6922663326352452,4,1149,
-0.5911737196452891,4,1199,
-0.6190544966243832,4,1249,
,4,1249,1.720732629532792
-0.6340186775283811,5,1299,
-0.5648505761873701,5,1349,
-0.7037789653864364,5,1399,
-0.6135134923928436,5,1449,
-0.679821691486727,5,1499,
,5,1499,1.3993350558121236
