train_loss,epoch,step,val_loss
-0.3004735712682547,0,49,
-0.407923440704542,0,99,
-0.516824499867933,0,149,
-0.6431796292988059,0,199,
-0.5416715050613088,0,249,
,0,249,-0.4867306180903246
-0.5031787488670947,1,299,
-0.5763811331563811,1,349,
-0.43811281485748754,1,399,
-0.6610903108835986,1,449,
-0.5363974002295921,1,499,
,1,499,-0.5600589132065359
-0.5599127422498276,2,549,
-0.5734511816660777,2,599,
-0.4335387188002948,2,649,
-0.7416256884666197,2,699,
-0.5344022074178674,2,749,
,2,749,-0.5569116733329731
-0.5915037297078021,3,799,
-0.5463434253580779,3,849,
-0.601515234655098,3,899,
-0.6740784697243369,3,949,
-0.6099194808084385,3,999,
,3,999,-0.19860113884982786
-0.6087565608955399,4,1049,
-0.6407082377596436,4,1099,
-0.6498040378337993,4,1149,
-0.6989582332509685,4,1199,
-0.6189294433258135,4,1249,
,4,1249,-0.5130792906412593
-0.6523335437155384,5,1299,
-0.6190616601531054,5,1349,
-0.7146042175525387,5,1399,
-0.7646434631029257,5,1449,
-0.6079329979401096,5,1499,
,5,1499,-0.4506683405760107
-0.5645605404751697,6,1549,
-0.590323308795424,6,1599,
-0.650208916017355,6,1649,
-0.8293664507826868,6,1699,
-0.6691108490082631,6,1749,
,6,1749,-0.3687626440727016
