train_loss,epoch,step,val_loss
-0.23693831279139754,0,49,
-0.3037948467505398,0,99,
-0.4774750108912946,0,149,
-0.24332492108356218,0,199,
-0.7963447286836021,0,249,
,0,249,12.079424682579042
-0.6062694690823744,1,299,
-0.8530848795903321,1,349,
-0.8736748898194913,1,399,
-0.8968100805751595,1,449,
-1.3480264065568317,1,499,
,1,499,3.4044639260761085
-1.0493481324335079,2,549,
-1.1617122963907,2,599,
-1.1294359494679944,2,649,
-1.2250628727640298,2,699,
-1.5589664046280398,2,749,
,2,749,24.28708184339578
-1.112097638721778,3,799,
-1.2824782679778728,3,849,
-1.1477872737626793,3,899,
-1.2341981972699383,3,949,
-1.6954745995748897,3,999,
,3,999,6.102753249140934
-0.9308254431997605,4,1049,
-1.4085538076370956,4,1099,
-1.30328162121797,4,1149,
-1.375693361807035,4,1199,
-1.7414054482577321,4,1249,
,4,1249,5.4596975418818285
-1.1106993316183984,5,1299,
-1.5250776569653708,5,1349,
-1.44748630266524,5,1399,
-1.4844827572689,5,1449,
-1.8346394392536403,5,1499,
,5,1499,5.321669256952024
-1.1478608171380833,6,1549,
-1.5919939173908992,6,1599,
-1.3865489092517786,6,1649,
-1.4989394152683597,6,1699,
-1.8061509216778113,6,1749,
,6,1749,14.591637769519135
