train_loss,epoch,step,val_loss
-0.4830986099087857,0,49,
-0.4434902762892823,0,99,
-0.4835613292886922,0,149,
-0.5925998529711478,0,199,
-0.3838541367243038,0,249,
,0,249,-0.32063962568447896
-0.6505974757345476,1,299,
-0.5197429059767829,1,349,
-0.5065141335826482,1,399,
-0.6456084463412544,1,449,
-0.4624103440624574,1,499,
,1,499,-0.2375783272010059
-0.721252127430454,2,549,
-0.566430430713678,2,599,
-0.6041307091590014,2,649,
-0.6062569416998294,2,699,
-0.5052034163817214,2,749,
,2,749,-0.42684608828218035
-0.7599573130970607,3,799,
-0.5864396448747922,3,849,
-0.617479662809854,3,899,
-0.6701311848697342,3,949,
-0.4907020231624286,3,999,
,3,999,-0.5442219401690825
-0.6958936998469967,4,1049,
-0.6256156478215718,4,1099,
