train_loss,epoch,step,val_loss
-0.37881342178258715,0,49,
-0.4700503937759275,0,99,
-0.37591974187633825,0,149,
-0.5915822866064091,0,199,
-0.5898817540533057,0,249,
,0,249,-0.1529509900718968
-0.4705010362164477,1,299,
-0.5318714285530617,1,349,
-0.45754363244791474,1,399,
-0.5797772346248071,1,449,
-0.5968475530365671,1,499,
,1,499,-0.19980852307017546
-0.5028214666982711,2,549,
-0.6585275921751439,2,599,
-0.40931072377636424,2,649,
-0.6534311544060003,2,699,
-0.6646601931556675,2,749,
,2,749,-0.5070831519683665
-0.6365027123889688,3,799,
-0.7529589032653781,3,849,
-0.44428029206216424,3,899,
-0.7614472438243056,3,949,
-0.7609625983828896,3,999,
,3,999,16.283687706099634
-0.7097521061925218,4,1049,
-0.799849952105151,4,1099,
-0.6753600038858449,4,1149,
-0.948880156355097,4,1199,
-0.8068175906474757,4,1249,
,4,1249,2.2839947538526943
-0.7929803392373636,5,1299,
-0.9906485249614072,5,1349,
-0.8639710380471306,5,1399,
-1.0625503784748198,5,1449,
-0.8031904747742176,5,1499,
,5,1499,11.835727245792306
-0.9175966676641809,6,1549,
-1.0486399616789028,6,1599,
-0.8883465794424228,6,1649,
-1.1013298844744654,6,1699,
-0.9407744683032084,6,1749,
,6,1749,0.9193113539285795
-0.9795158814405154,7,1799,
-1.1613812408782582,7,1849,
-0.7577873653772316,7,1899,
-1.04640596844424,7,1949,
-0.9951756689587614,7,1999,
,7,1999,3.850479962292669
