train_loss,epoch,step,val_loss
-0.22719701499974265,0,49,
-0.5395401770734218,0,99,
-0.33133828965678136,0,149,
-0.6194250807709589,0,199,
-0.5067772020589003,0,249,
,0,249,1.2330530075856114
-0.5924529369624776,1,299,
-0.6905571982216823,1,349,
-0.898616010585678,1,399,
-0.9955365647020118,1,449,
-0.9525799880705033,1,499,
,1,499,4.1339041787075805
-1.1029926710384568,2,549,
-0.96899278359234,2,599,
-1.3689682343691094,2,649,
-1.1879691465714686,2,699,
-1.1299476720497217,2,749,
,2,749,2.356014754027176
-1.337446876519185,3,799,
-1.1976273784443223,3,849,
-1.5479124095914196,3,899,
-1.3342780862530064,3,949,
-1.2034004043083666,3,999,
,3,999,0.16869503393125987
-1.4019359813769836,4,1049,
-1.4628404355530384,4,1099,
-1.6060626213189317,4,1149,
-1.5110187461613966,4,1199,
-1.4258236933374029,4,1249,
,4,1249,2.49376752588829
-1.4455113880767478,5,1299,
-1.3749437298557097,5,1349,
-1.636554005584631,5,1399,
-1.407801271021363,5,1449,
-1.2195824217031181,5,1499,
,5,1499,14.51099251249445
-1.4509322367650936,6,1549,
-1.436851958022379,6,1599,
-1.7855535257963715,6,1649,
-1.6229515536802648,6,1699,
-1.3673742297174751,6,1749,
,6,1749,14.658046830954982
-1.4365925472862662,7,1799,
-1.4799793955599299,7,1849,
-1.8009290255791583,7,1899,
-1.6477063468126047,7,1949,
-1.4319644851644848,7,1999,
,7,1999,12.663623090998868
-1.5844082114408464,8,2049,
-1.3958512670137038,8,2099,
-1.7140153187160436,8,2149,
-1.635371364544926,8,2199,
-1.503714503772299,8,2249,
,8,2249,3.766071271561589
