train_loss,epoch,step,val_loss
-0.46427807973591184,0,49,
-0.4730884266895168,0,99,
-0.5485969131068424,0,149,
-0.5304134309516599,0,199,
-0.5609449000490652,0,249,
,0,249,-0.515195641141338
-0.5423415616392147,1,299,
-0.5619475581191904,1,349,
-0.6088700279578894,1,399,
-0.646539185486589,1,449,
-0.5925483319609186,1,499,
,1,499,-0.5117167869027717
-0.5248651900744599,2,549,
-0.621990809204251,2,599,
-0.6846884379959555,2,649,
-0.5923014888782956,2,699,
-0.6123736091031753,2,749,
,2,749,4.448467793387497
-0.6235766779463296,3,799,
-0.7405604846127938,3,849,
-0.7835545318018124,3,899,
-0.7357181578499241,3,949,
-0.6938370507031455,3,999,
,3,999,-0.4867701116407492
-0.8575774639417559,4,1049,
-0.8607108120038853,4,1099,
-0.9090059873341405,4,1149,
-0.7793774285566089,4,1199,
-0.9936182214681542,4,1249,
,4,1249,1.225391266129218
-1.0200904747981063,5,1299,
-0.9059829832004644,5,1349,
-1.0394557699550886,5,1399,
-0.8629009422537504,5,1449,
-1.024118934431776,5,1499,
,5,1499,12.452229234500562
