train_loss,epoch,step,val_loss
-0.34848756214008203,0,49,
-0.4474930965016841,0,99,
-0.42410792595047786,0,149,
-0.41976402526855194,0,199,
-0.4454857544201505,0,249,
,0,249,-0.40857861535056106
-0.44583281887725246,1,299,
-0.5221193324620947,1,349,
-0.5566705511864201,1,399,
-0.4635429014489447,1,449,
-0.5496592714246309,1,499,
,1,499,1.5968919275136322
-0.5490848159946,2,549,
-0.7261066119618866,2,599,
-0.6290791071807686,2,649,
-0.5437165629089931,2,699,
-0.8116764848775582,2,749,
,2,749,0.3394213710775812
-0.5770837826514916,3,799,
-0.789130520632866,3,849,
-0.6541891982683188,3,899,
-0.6610879497923077,3,949,
-0.7519657333923995,3,999,
,3,999,-0.29497447436287555
-0.6557015971779587,4,1049,
-0.8986438452862731,4,1099,
-0.7044637669594316,4,1149,
-0.7730867187165584,4,1199,
-0.9139335451077064,4,1249,
,4,1249,0.39650498549802105
-0.8011720595288749,5,1299,
-0.9778501645231947,5,1349,
-0.7416591731035411,5,1399,
-0.8324791847345532,5,1449,
-0.9914247907473417,5,1499,
,5,1499,0.14363665423049118
