train_loss,epoch,step,val_loss
-0.16677165757662227,0,49,
-0.4373399966191607,0,99,
-0.45433857012589973,0,149,
-0.53938534670313,0,199,
-0.6466839719472248,0,249,
,0,249,0.010010698665525591
-0.4909643728254278,1,299,
-0.6139326842178083,1,349,
-0.49714872540514055,1,399,
-0.5493883648945177,1,449,
-0.6763244694242831,1,499,
,1,499,6.420877121758952
-0.4899534201984279,2,549,
-0.7427050893601019,2,599,
-0.5396922820613472,2,649,
-0.5794739808498863,2,699,
-0.7578735747703846,2,749,
,2,749,-0.4744447084266676
-0.5694287134028699,3,799,
-0.8172068272391804,3,849,
-0.59874726046186,3,899,
-0.6093156517575253,3,949,
-0.8713019464090652,3,999,
,3,999,9.281242272312412
-0.6758490341575123,4,1049,
-0.9536188145842299,4,1099,
-0.7057411948466621,4,1149,
-0.8465870039014427,4,1199,
-1.0288470773584142,4,1249,
,4,1249,12.271533858531262
-0.7868600170693765,5,1299,
-1.1477435821713116,5,1349,
-0.6830909562793068,5,1399,
-1.1185972211046216,5,1449,
-1.246927940051271,5,1499,
,5,1499,11.408138759499241
-0.826042838218612,6,1549,
-1.2913454045076547,6,1599,
-1.003391483524078,6,1649,
-1.30742173961655,6,1699,
-1.2339719171442776,6,1749,
,6,1749,8.319784002982704
-1.1434382296865873,7,1799,
-1.3844516142414003,7,1849,
-1.1375420983017606,7,1899,
-1.341332834285268,7,1949,
-1.3945076068420286,7,1999,
,7,1999,13.33254411999944
