train_loss,epoch,step,val_loss
-0.43685863207077213,0,49,
-0.6012352253621658,0,99,
-0.48022377020806406,0,149,
-0.8788693198341759,0,199,
-0.7660098733139185,0,249,
,0,249,3.2737508719618513
-1.0414476022886967,1,299,
-1.2561610759595727,1,349,
-1.0648963472060105,1,399,
-1.0344653234873695,1,449,
-1.4605602767253456,1,499,
,1,499,0.06707210106260278
-1.4047750956137617,2,549,
-1.4332344924814162,2,599,
-1.2145728287947284,2,649,
-1.485550329765568,2,699,
-1.5434214694624266,2,749,
,2,749,6.222151883445912
-1.4327229151533218,3,799,
-1.4655166559376451,3,849,
-1.4527773894033715,3,899,
-1.5515896082673841,3,949,
-1.5793467593153299,3,999,
,3,999,0.7237634801561653
-1.466993378504465,4,1049,
-1.4909707464686701,4,1099,
-1.6530266926519475,4,1149,
-1.5811239400939245,4,1199,
-1.6837672014069316,4,1249,
,4,1249,3.1679441922856815
-1.5925173716241119,5,1299,
-1.6700908802201129,5,1349,
-1.6638924121520962,5,1399,
-1.5824033204530703,5,1449,
-1.714320306377296,5,1499,
,5,1499,0.7811492049657388
-1.5574236655034215,6,1549,
-1.6689208424857525,6,1599,
-1.6103200856478224,6,1649,
-1.6654964076851804,6,1699,
-1.7508201559262142,6,1749,
,6,1749,4.73982894009979
