train_loss,epoch,step,val_loss
-0.16091374007805737,0,49,
-0.5215652685561576,0,99,
-0.6558438489495697,0,149,
-0.5119297297310279,0,199,
-0.7383226063229964,0,249,
,0,249,0.07700477668386797
-0.6916901476113013,1,299,
-1.266915990660162,1,349,
-1.1247579799597998,1,399,
-1.316176556349621,1,449,
-1.183078931475193,1,499,
,1,499,5.418476177750519
-1.1614587448395384,2,549,
-1.5668535954675837,2,599,
-1.4707450264946014,2,649,
-1.434804949777428,2,699,
-1.4128051175372054,2,749,
,2,749,22.231670896096674
-1.0943722725790774,3,799,
-1.6400722880461673,3,849,
-1.5524220490201976,3,899,
-1.4393796610421574,3,949,
-1.4094328494973527,3,999,
,3,999,3.259510836271664
-1.2147995613143012,4,1049,
-1.72035342609885,4,1099,
-1.6210369664831337,4,1149,
-1.5772571982450105,4,1199,
-1.6041201757804018,4,1249,
,4,1249,1.811320200559106
-1.4233211259042153,5,1299,
-1.7610190353254147,5,1349,
-1.7300585095461594,5,1399,
-1.4991818417215355,5,1449,
-1.4859929718371145,5,1499,
,5,1499,1.2575577978440857
