train_loss,epoch,step,val_loss
-0.39128719164506975,0,49,
-0.22950787266000816,0,99,
-0.5163335414272732,0,149,
-0.7035957561159267,0,199,
-0.5255373888719039,0,249,
,0,249,3.9968813570700306
-1.1808491687745053,1,299,
-1.0207456785493176,1,349,
-1.1468988177825232,1,399,
-1.05212989690581,1,449,
-1.1519743219318197,1,499,
,1,499,4.784627247946459
-1.409477634562415,2,549,
-1.2016362608953013,2,599,
-1.2296383107336781,2,649,
-1.4834315754068224,2,699,
-1.1555340102764988,2,749,
,2,749,5.142259428308779
-1.4510872955791794,3,799,
-1.3856320457687596,3,849,
-1.4023052630935968,3,899,
-1.4507873414221382,3,949,
-1.2209283908023716,3,999,
,3,999,22.183041622852084
-1.516604196437041,4,1049,
-1.27317061743056,4,1099,
-1.279140312775172,4,1149,
-1.4979632497251458,4,1199,
-1.2655757058528634,4,1249,
,4,1249,12.807280149472195
-1.6156905971440627,5,1299,
-1.3921609920255733,5,1349,
-1.5476088988561165,5,1399,
-1.4898724693887613,5,1449,
-1.2872029644367213,5,1499,
,5,1499,26.71317404771684
