train_loss,epoch,step,val_loss
-0.36090634994781334,0,49,
-0.28063777287556446,0,99,
-0.3405579312366629,0,149,
-0.57426457964841,0,199,
-0.46451044769370187,0,249,
,0,249,-0.42643762600228335
-0.5854587132143023,1,299,
-0.4384518837691851,1,349,
-0.4036681295354949,1,399,
-0.6975667581072762,1,449,
-0.5711826021747468,1,499,
,1,499,-0.4795775065980905
-0.5866175662266637,2,549,
-0.4470435558653363,2,599,
-0.4641680040700087,2,649,
-0.7121769816679913,2,699,
-0.5675636015932644,2,749,
,2,749,-0.5246747678510509
-0.6147175632714368,3,799,
-0.44688246355613037,3,849,
-0.44407362536221173,3,899,
-0.7296472092550643,3,949,
-0.5639319221301893,3,999,
,3,999,-0.3976132271827184
-0.6769035817772511,4,1049,
-0.504659375037185,4,1099,
-0.5142275517740704,4,1149,
-0.7454450286870662,4,1199,
-0.6890076814171557,4,1249,
,4,1249,0.31310961246723035
-0.6738192125637448,5,1299,
-0.4947073803637081,5,1349,
-0.5223161949328317,5,1399,
-0.7935125769329288,5,1449,
-0.7094065720387679,5,1499,
,5,1499,2.1410468807899092
-0.7143611079781773,6,1549,
-0.5306509200700424,6,1599,
-0.5622342363708395,6,1649,
-0.7331266911676062,6,1699,
-0.6848906021868078,6,1749,
,6,1749,2.3659945045941333
-0.7564364403218429,7,1799,
-0.5866201601267962,7,1849,
-0.6166025961351989,7,1899,
-0.8700997975505977,7,1949,
-0.7981756868545626,7,1999,
,7,1999,1.032415837706977
