train_loss,epoch,step,val_loss
-0.28968160953763045,0,49,
-0.4193391068550505,0,99,
-0.5117592528735768,0,149,
-0.47072218776776387,0,199,
-0.29477623492370997,0,249,
,0,249,2.4047921425768504
-0.5416279429716755,1,299,
-0.7223623486379007,1,349,
-0.8548057825787463,1,399,
-0.9286836044407649,1,449,
-0.8750404161215763,1,499,
,1,499,15.364683622014844
-1.0162895679753365,2,549,
-0.7079505948159439,2,599,
-1.1537594244406804,2,649,
-1.2425998209361748,2,699,
-1.2663698971388047,2,749,
,2,749,2.528246272144874
-1.4896992078493192,3,799,
-1.129950353151925,3,849,
-1.5010087622450916,3,899,
-1.4369663064231804,3,949,
-1.3231637410999337,3,999,
,3,999,32.98765343305237
-1.6268301052761838,4,1049,
-1.245156305839227,4,1099,
-1.604549168921684,4,1149,
-1.388067006694035,4,1199,
-1.4008279125568355,4,1249,
,4,1249,5.35718810144982
-1.6803119632819443,5,1299,
-1.3033427128671724,5,1349,
-1.6982200666314984,5,1399,
-1.4572712552054181,5,1449,
-1.5226257916501122,5,1499,
,5,1499,9.252414131765608
