train_loss,epoch,step,val_loss
0.005758815836297115,0,49,
,0,62,0.0002316469707708606
-0.0006767851092770449,1,99,
,1,125,0.0001997975894302506
-0.0013698066935432518,2,149,
,2,188,0.00011348204737235968
0.00010214136281616604,3,199,
0.0019336972793297935,3,249,
,3,251,3.0535802205283956e-05
-0.0014940676076105053,4,299,
,4,314,4.384782415678501e-05
-0.0002999823187674888,5,349,
,5,377,0.00011546160858984677
0.00011960863218951623,6,399,
,6,440,3.0440128975739e-05
-0.0008634715268367454,7,449,
-0.002464931889237576,7,499,
,7,503,3.488267258880029e-05
0.0026923837874335277,8,549,
,8,566,9.683243568971633e-05
0.0010096730703745838,9,599,
,9,629,2.451693089295226e-05
0.0003264563602485282,10,649,
,10,692,9.499154732417914e-05
-0.0009220497904514069,11,699,
-0.00029303349153586566,11,749,
,11,755,1.4661458183233833e-05
0.0009041982185697961,12,799,
,12,818,6.289183961454903e-05
-0.00035146548750186746,13,849,
,13,881,2.6750732893752627e-05
-0.0008002199649268515,14,899,
,14,944,1.6583889814818064e-05
-0.00012155439602867801,15,949,
0.0027298997126770086,15,999,
,15,1007,0.0001357069507322617
-0.00039395055436419746,16,1049,
,16,1070,6.0274222940412516e-05
