train_loss,epoch,step,val_loss
-0.3828206801837939,0,49,
-0.443858026862729,0,99,
-0.5725291719412335,0,149,
-0.8193848971048263,0,199,
-0.5696152573592417,0,249,
,0,249,1.487200486876561
-0.9623453686831862,1,299,
-1.0797485428388018,1,349,
-0.9807575421898984,1,399,
-1.3444642021083086,1,449,
-0.7613588434664398,1,499,
,1,499,2.2999351164340407
-1.1699696511891822,2,549,
-1.2142575534966662,2,599,
-1.2495144173515054,2,649,
-1.4900465226554713,2,699,
-0.9735695688610602,2,749,
,2,749,-1.3523618266499962
-1.4381463798269092,3,799,
-1.3760940643650412,3,849,
-1.305706131079773,3,899,
-1.392413789678193,3,949,
-1.1396658399286894,3,999,
,3,999,8.172027987515124
-1.3620665111124075,4,1049,
-1.41983476113784,4,1099,
-1.516359572151712,4,1149,
-1.6204723745548635,4,1199,
-1.0307727290557032,4,1249,
,4,1249,9.172389203942592
-1.5273769366135417,5,1299,
-1.5765641258142393,5,1349,
-1.427201468914431,5,1399,
-1.5875775288162068,5,1449,
-1.0538917240369527,5,1499,
,5,1499,7.842042154848194
-1.3517186774788583,6,1549,
-1.5347284930988365,6,1599,
-1.5591873091457933,6,1649,
-1.7029374362782495,6,1699,
-1.206305749796676,6,1749,
,6,1749,13.041108699931721
-1.5598964314404098,7,1799,
-1.4949662560019064,7,1849,
-1.641353221382845,7,1899,
-1.6039171435587023,7,1949,
-1.278790695225116,7,1999,
,7,1999,8.291042500377394
