train_loss,epoch,step,val_loss
-0.33868134498283586,0,49,
-0.24715056983700023,0,99,
-0.3917850420936131,0,149,
-0.5286206652614176,0,199,
-0.5772014970072896,0,249,
,0,249,-0.02592599179976292
-0.6215223583697811,1,299,
-0.887015071175131,1,349,
-1.0044054396869426,1,399,
-1.071061979690127,1,449,
-1.0360034443084054,1,499,
,1,499,3.5058933542088426
-1.3175701124309944,2,549,
-1.2788054835623137,2,599,
-1.4268146631579433,2,649,
-1.269833287518209,2,699,
-1.2816212751192941,2,749,
,2,749,50.627651208572985
-1.4780671147908024,3,799,
-1.5226932275142073,3,849,
-1.493889610602709,3,899,
-1.3264461684769213,3,949,
-1.3059718888549061,3,999,
,3,999,-1.3038009944214564
-1.462817886057449,4,1049,
-1.5092730760163344,4,1099,
-1.3975741660883694,4,1149,
-1.2947985833112448,4,1199,
-1.3724746826696996,4,1249,
,4,1249,-1.0765845483532652
-1.6682782003790575,5,1299,
-1.6289312909667701,5,1349,
-1.5972759229783213,5,1399,
-1.434866654877688,5,1449,
-1.354941700062459,5,1499,
,5,1499,3.808686443738511
-1.6592841601776125,6,1549,
-1.6917086095472285,6,1599,
-1.5325588081252202,6,1649,
-0.7861661629803973,6,1699,
-1.320721559050608,6,1749,
,6,1749,5.703014746667977
-1.6355631273482378,7,1799,
-1.671254674692325,7,1849,
-1.6578242746133371,7,1899,
-1.3494854225555817,7,1949,
-1.122497159964534,7,1999,
,7,1999,6.129860627729378
-1.7852070701199325,8,2049,
-1.6169335364967856,8,2099,
-1.7500180339967641,8,2149,
-1.4030766433640627,8,2199,
-1.4391833846200301,8,2249,
,8,2249,49.268591956737076
